,text,Label,preprocess_data
2646,anh mới là nhà cái. xin nhắc lại anh mới là nhà cái,0.0,anh mới là nhà_cái xin nhắc lại anh mới là nhà_cái
2647,"chúc mừng điện thoại đức, chia buồn điện thoại đan mạch nói chung, holujnd nói riêng vì phải bao cả đội đi nhậu",1.0,chúc_mừng điện_thoại đức chia buồn điện_thoại đan_mạch nói_chung holujnd nói_riêng vì phải bao cả đội đi nhậu
2648,ek quả pen nhìn vui nha. nó đá vỡ mặt thủ môn rồi còn được pen. kkkkkkk,0.0,ek quả pen nhìn vui nha nó đá vỡ mặt thủ môn rồi còn được pen kkkkkkk
2649,huấn luyện viên đội tuyển anh chán quá nhỉ. haizzz,2.0,huấn_luyện_viên đội_tuyển anh chán quá nhỉ haizzz
2650,anh cu đang dẩn đầu vua phá lưới euro đó.. anh ghi đươc 3 bàn rồi,1.0,anh cu đang dẩn đầu vua_phá_lưới euro đó anh ghi đươc 3 bàn rồi
2651,vui vẻ,0.0,vui_vẻ
2652,sao tiếng nhỏ vậy ạ,0.0,sao tiếng nhỏ vậy ạ
2653,mbappe kiến tạo đẹp ghê,1.0,mbappe kiến_tạo đẹp ghê
2654,giờ chỉ có anh thắng 4-0 và đan mạch thắng nữa mới cứu được luka modric thôi,0.0,giờ chỉ có anh thắng 40 và đan_mạch thắng nữa mới cứu được luka modric thôi
2655,bán sh cũng gì ronaldo tối qua,0.0,bán sh cũng gì ronaldo tối_qua
2656,thủ môn bdn xuất thần cũng không kém. coi đá bóng bao năm chưa bây giờ thấy ai bắt pen 3 quả cản cả 3. quả đối mặt của thằng số 11 thôi cho là nó còn trẻ non kinh nghiệm chứ đá xong 2 quả pen đầu chắc mặt cắt không ra máu,1.0,thủ_môn bdn xuất thần cũng không kém coi đá bóng bao năm chưa bây_giờ thấy ai bắt pen 3 quả cản cả 3 quả đối_mặt của thằng số 11 thôi cho là nó còn trẻ non kinh_nghiệm chứ đá xong 2 quả pen đầu chắc mặt_cắt không ra máu
2657,trận này không có pepe làm ăn chán ngay,0.0,trận này không có pepe làm_ăn chán ngay
2658,tui tưởng mấy ông bảo vệ bị treo trên tường chứ em,0.0,tui tưởng mấy ông bảo_vệ bị treo trên tường chứ em
2659,"ralf rangnick là huấn luyện viên theo đuổi trường phái gegenpressing, lúc là huấn luyện viên tạm quyền của mu thì muốn hợp tác với ten hag nhưng tenhag lúc mới đến vì vừa vô địch giải hà lan nên ra vẻ sĩ, đẩy ralf rangnick đi. thật sự ten hag không có trình, may có cup gỡ gạc",0.0,ralf rangnick là huấn_luyện_viên theo_đuổi trường_phái gegenpressing lúc là huấn_luyện_viên tạm_quyền của mu thì muốn hợp_tác với ten hag nhưng tenhag lúc mới đến vì vừa vô_địch giải hà_lan nên ra_vẻ_sĩ đẩy ralf rangnick đi thật_sự ten hag không có trình may có cup gỡ_gạc
2660,.,0.0,
2661,"phải thừa nhận xem euro không hấp dẫn bằng copa. một giải đấu lớn tầm cỡ châu âu chỉ xế sau wc mà để nhà cái tài trợ kết quả để mafia thôi tóm, mấy đội lớn dường như chỉ tính đủ điểm đi tiếp còn tỷ số thì phụ thuộc vào nhà cái ra kèo",2.0,phải thừa_nhận xem euro không hấp_dẫn bằng copa một giải đấu lớn tầm_cỡ châu_âu chỉ xế sau wc mà để nhà_cái tài_trợ kết_quả để mafia thôi tóm mấy đội lớn dường_như chỉ tính đủ điểm đi tiếp còn tỷ_số thì phụ_thuộc vào nhà_cái ra kèo
2662,năm nay all in đức,0.0,năm nay all in đức
2663,tây ban nhé hoặc đức sẽ vô địch. anh em cứ mạnh tay hai đôi này vào,0.0,tây ban nhé hoặc đức sẽ vô_địch anh_em cứ mạnh_tay hai đôi này vào
2664,chưa bao giờ hài lòng về lối chơi của ý,2.0,chưa bao_giờ hài_lòng về lối chơi của ý
2665,tiếc cho ozil,0.0,tiếc cho ozil
2666,bình luận viên mắc đi ỉa hay sao mà bl lâu v..,2.0,bình_luận_viên mắc đi ỉa hay sao mà bl lâu v
2667,thủ môn bồ đào nhé bút bẩn rồi,2.0,thủ_môn bồ_đào nhé bút bẩn rồi
2668,có ai cùng suy nghĩ tbn vô địch giống tôi không,0.0,có ai cùng suy_nghĩ tbn vô_địch giống tôi không
2669,điện thoại áo đá hay gấp 10 lần điện thoại anh đá như tù binh,1.0,điện_thoại áo đá hay gấp 10 lần điện_thoại anh đá như tù_binh
2670,ca đi ca lớp mpape vô nào là qua real huỷ duyệt vào đội tuyển cho triệu hành liền,0.0,ca đi ca lớp mpape vô nào là qua real huỷ duyệt vào đội_tuyển cho triệu hành liền
2671,"giới thiệu mất 3p, highlights gì đây.",2.0,giới_thiệu mất 3p highlights gì đây
2672,"đội tuyển anh không có dáng dấp của 1 ứng cử viên vô địch, hậu vệ thì vụng về, tiền vệ và tiền đạo lóng ngóng, đan mạch đá có nét hơn.",2.0,đội_tuyển anh không có dáng_dấp của 1 ứng_cử_viên vô_địch hậu_vệ thì vụng_về tiền_vệ và tiền_đạo lóng_ngóng đan_mạch đá có nét hơn
2673,quả cuối chuyền là vô chắc,0.0,quả cuối chuyền là vô chắc
2674,bịp vãi,2.0,bịp vãi
2675,chúc hungary có thể lách khe cửa hẹp bước tiếp vào vòng trong,1.0,chúc hungary có_thể lách khe cửa hẹp bước tiếp vào vòng trong
2676,trọng tai var trận này ngủ quên. đù má,2.0,trọng tai var trận này ngủ quên đù má
2677,chúc mừng uraina....,1.0,chúc_mừng uraina
2678,gặp hàn quốc nó bà ấy cho không trượt phát nào,2.0,gặp hàn_quốc nó bà ấy cho không trượt phát nào
2679,cơ hội đầu tiên dành cho italy bình luận giỏi,1.0,cơ_hội đầu_tiên dành cho italy bình_luận giỏi
2680,bóng đá là cảm xúc. 10 điểm cho 2 blv.,1.0,bóng_đá là cảm_xúc 10 điểm cho 2 blv
2681,tình huống từ chối bàn thắng của địt mẹ xong lại tặng cho đức quả phạt đền không thuyết phục,2.0,tình_huống từ_chối bàn thắng của địt mẹ xong lại tặng cho đức quả phạt_đền không thuyết_phục
2682,đức ăn gian,2.0,đức ăn_gian
2683,thế này đỗ bẩn tính thật,2.0,thế_này đỗ bẩn tính thật
2684,bình luận viên k+ chưa làm nào nhỉ,0.0,bình_luận_viên k chưa làm nào nhỉ
2685,điện thoại đức đá hay lắm,1.0,điện_thoại đức đá hay lắm
2686,"nhìn tình huống xavi simons bị từ chối bàn thắng, nhìn cậu tủi thân, ức thật sự",0.0,nhìn tình_huống xavi simons bị từ_chối bàn thắng nhìn cậu tủi_thân ức thật_sự
2687,bình luận viên bình luận chán vãi,2.0,bình_luận_viên bình_luận chán vãi
2688,ý tuổi gì mà đá với bò tót,0.0,ý tuổi gì mà đá với bò_tót
2689,không có link tải video à quản trị viên,0.0,không có link tải video à quản_trị_viên
2690,"bình luận viên anh quân ơi có thể chiếu lại trận bán kết giữa ý và đức, trận chung kết giữa ý và pháp ở world cup 2006 bằng phiên bản tiếng viết được ko?",0.0,bình_luận_viên anh_quân ơi có_thể chiếu lại trận bán_kết giữa ý và đức trận chung_kết giữa ý và pháp ở world_cup 2006 bằng phiên_bản tiếng viết được ko
2691,"anh, pháp, bỉ ý, khi chiếu lại ít người xem lại, những đội cho là yếu thì sắp cả triệu người xem lại",0.0,anh pháp bỉ ý khi chiếu lại ít người xem_lại những đội cho là yếu thì sắp cả triệu người xem_lại
2692,chyyen dằn mặt bruno kkk,0.0,chyyen dằn_mặt bruno kkk
2693,tây ban nhé với gruzia,1.0,tây ban nhé với gruzia
2694,"thằng bình luận viên bình luận ""có duyên"" thiệt chứ, nghe như đấm vào tai",2.0,thằng bình_luận_viên bình_luận có duyên thiệt chứ nghe như đấm vào tai
2695,"vừa lòng tao lắm croatia, về nước đi nhé: )",2.0,vừa_lòng tao lắm croatia về nước đi nhé
2696,euro mà bình luận viên nghe như nghiệp dư,2.0,euro mà bình_luận_viên nghe như nghiệp_dư
2697,"bình luận viên quá chán, nghe cứ như hát du. vào mà chẳng thấy có gì gọi là sôi nổi",2.0,bình_luận_viên quá chán nghe cứ như hát du vào mà chẳng thấy có gì gọi là sôi_nổi
2698,georgia đá hay thế - tận dụng là ngon rồi.,1.0,georgia đá hay thế tận_dụng là ngon rồi
2699,đá công chuyện chết mẹ nó rồi,0.0,đá công_chuyện chết mẹ nó rồi
2700,var làm mất cảm xúc của bóng đá,2.0,var làm mất cảm_xúc của bóng_đá
2701,kante vẫn đẳng cấp nhỉ mà gặp anh griezman nay bị lukaku nhập,0.0,kante vẫn đẳng_cấp nhỉ mà gặp anh griezman nay bị lukaku nhập
2702,"âm thanh sân thì không nghe chỉ nghe 2 khứa bình luận viên la làng um xùm, đúng la` thua xa bình luận viên quang huy, anh quân",2.0,âm_thanh sân thì không nghe chỉ nghe 2 khứa bình_luận_viên la_làng um xùm đúng la thua xa bình_luận_viên quang huy anh_quân
2703,năm nay tbn vô địch,1.0,năm nay tbn vô_địch
2704,bỉ thua rồi,2.0,bỉ thua rồi
2705,ghi bàn mà ông sa gét mặt héo queo.. là thấy anh em lại xa bờ nữa rồi,2.0,ghi_bàn mà ông sa gét mặt héo queo là thấy anh_em lại xa bờ nữa rồi
2706,ối bình luận viên hay thế. ông quân nđúng không nhỉ,1.0,ối bình_luận_viên hay thế ông quân nđúng không nhỉ
2707,từ khi anh cu để đầu bóng loáng phong độ đã đi xuống,2.0,từ khi anh cu để đầu bóng_loáng phong_độ đã đi xuống
2708,trọng tài sao không mặc áo,0.0,trọng_tài sao không mặc áo
2709,"vẫn thích ronaldo nhất, fan ronaldo điểm danh cái nhỉ",1.0,vẫn thích ronaldo nhất fan ronaldo điểm_danh cái nhỉ
2710,"chúng mày đâu biết n ghi 85 bàn cho đtqg, xem bóng đâ thỳ nín mà xem đi",0.0,chúng_mày đâu biết n ghi 85 bàn cho đtqg xem bóng đâ thỳ nín mà xem đi
2711,sau trận hôm nay mình thấy nên để cái đần xuống đá trung vệ để tăng cường khả năng tấn công cho đội nhà,2.0,sau trận hôm_nay mình thấy nên để cái đần xuống đá trung_vệ để tăng_cường khả_năng tấn_công cho đội nhà
2712,lukaku quá là ngu,2.0,lukaku quá là ngu
2713,xem anh đá chán xem tbn xem đúng đã,0.0,xem anh đá chán xem tbn xem đúng đã
2714,cùng là hàng mc nhưng rodri từ tây ban nhé nó khác hẳng mấy con gà ẻo lả mc từ anh quốc,1.0,cùng là hàng mc nhưng rodri từ tây ban nhé nó khác hẳng mấy con gà ẻo_lả mc từ anh quốc
2715,nên trao cúp luôn cho pháp đi.,1.0,nên trao cúp luôn cho pháp đi
2716,bình luận viên chán vãi,2.0,bình_luận_viên chán vãi
2717,cửa nam vẫn đang thử nghiệm đội hình anh em nhé,0.0,cửa nam vẫn đang thử_nghiệm đội_hình anh_em nhé
2718,cứ nghịch anh với pháp là cơm no áo ấm.,1.0,cứ nghịch anh với pháp là cơm no áo_ấm
2719,anh đá quá chán,2.0,anh đá quá chán
2720,ronaldo bị kéo áo mà không có pen bịp,2.0,ronaldo bị kéo áo mà không có pen bịp
2721,bồ đào nhé đá như thả vậy. ông nào kèo trên có mà nhảy cầu,2.0,bồ_đào nhé đá như thả vậy ông nào kèo trên có mà nhảy_cầu
2722,"cả đống người ở hàng tiền vệ, huấn luyện viên lại đưa cu hậu vệ cánh anol vào đá tiền vệ trung tâm, thiếu sự kết nối, với lối đá hiện tại, thật đáng tiếc cho 1 đội tuyển với cả rừng ngôi sao điều ở các tuyến.",2.0,cả đống người ở hàng tiền_vệ huấn_luyện_viên lại đưa cu hậu_vệ cánh anol vào đá tiền_vệ trung_tâm thiếu sự kết_nối với lối đá hiện_tại thật đáng tiếc cho 1 đội_tuyển với cả rừng ngôi_sao điều ở các tuyến
2723,bắt 4-1 100k rồi lại bớt thành 50k,0.0,bắt 41 100k rồi lại bớt thành 50k
2724,ronaldo chỉ ghi được những bàn thắng ở vòng loại thôi hoặc ở câu lạc bộ ở cháu á thôi ở cháu âu hết thời từ lâu tồi,2.0,ronaldo chỉ ghi được những bàn thắng ở vòng_loại thôi hoặc ở câu_lạc_bộ ở cháu á thôi ở cháu âu hết thời từ lâu tồi
2725,thiếu mbappe pháp chả làm gì cả,2.0,thiếu mbappe pháp chả làm gì cả
2726,xin mấy ông bình luận viên có hét thì hét xa cái míc ra. đêm hôm gào rồ lên khó chịu vl. vợ con thì ngủ bên cạnh,2.0,xin mấy ông bình_luận_viên có hét thì hét xa cái míc ra đêm hôm gào rồ lên khó_chịu vl vợ_con thì ngủ bên cạnh
2727,thủ ngôn bỉ chơi hay thế mà,1.0,thủ ngôn bỉ chơi hay thế_mà
2728,trận này hay nhất trong 3 trận hôm qua,1.0,trận này hay nhất trong 3 trận hôm_qua
2729,trận này mấy góc vậy bạn ơi,0.0,trận này mấy góc vậy bạn ơi
2730,do thủ môn costa của bồ đào nhé bắt luân lưu giỏi hay do cầu thủ slovenia sút luân lưu kém nữa,0.0,do thủ_môn costa của bồ_đào nhé bắt luân_lưu giỏi hay do cầu_thủ slovenia sút luân_lưu kém nữa
2731,bla anh quân phải k.. nghe giọng quen quen,0.0,bla anh_quân phải k nghe giọng quen_quen
2732,"2 trân đêm qua và rạng sáng nay, pháp và bồ xứng đáng vào vòng sau",1.0,2 trân đêm qua và rạng sáng nay pháp và bồ xứng_đáng vào vòng sau
2733,lại quang huy,0.0,lại quang huy
2734,nghe bình luận viên anh quân xong qua nghe ông này ngủ được 2 giấc,2.0,nghe bình_luận_viên anh_quân xong qua nghe ông này ngủ được 2 giấc
2735,cười vô mặt thằng 7 cái.,2.0,cười vô mặt thằng 7 cái
2736,vào trận thấy bình luận viên anh quân đã chán không muốn xem rồi.,2.0,vào trận thấy bình_luận_viên anh_quân đã chán không muốn xem rồi
2737,tao làm lại từ đầu rồi,0.0,tao làm lại từ đầu rồi
2738,"lukaku nhiều lúc rất vụng, nhiều lúc lại rất khéo, thật là ảo",0.0,lukaku nhiều lúc rất vụng nhiều lúc lại rất khéo thật là ảo
2739,đức năm nay cháy quá hoả lực mạnh và lớp giáp dày,1.0,đức năm nay cháy quá hoả_lực mạnh và lớp giáp dày
2740,siuuuuuuuuuuuuuuuuuuuuuuuuuuuu,1.0,siuuuuuuuuuuuuuuuuuuuuuuuuuuuu
2741,mẹ kiếp đức làm mình mất mấy mùa năm nay bỏ nó lại thắng chết mẹ mày đức à,2.0,mẹ_kiếp đức làm mình mất mấy mùa năm nay bỏ nó lại thắng chết mẹ mày đức à
2742,chào,0.0,chào
2743,kiểu này pháp vô địch rồi,1.0,kiểu này pháp vô_địch rồi
2744,bình luận viên chán vậy,2.0,bình_luận_viên chán vậy
2745,nói gì cũng được nhưng mà lồn luka modric sút pen lúc lồn nào cũng éo vào,2.0,nói gì cũng được nhưng_mà lồn luka modric sút pen lúc lồn nào cũng éo vào
2746,trận này rất hay không uổng công xem,1.0,trận này rất hay không uổng công xem
2747,bình luận viên cũng giống với 2 ông này chơi...,0.0,bình_luận_viên cũng giống với 2 ông này chơi
2748,lại thêm nhiều tay nhảy cầu ở trận này,2.0,lại thêm nhiều tay nhảy_cầu ở trận này
